scenario,quantile,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300
CurPol,0.1,-0.0111,-0.0002,0.007860000000000002,0.004,-0.009939999999999997,-0.014839999999999997,-0.011139999999999997,-0.0176,-0.0213,-0.0106,0.0034,0.0109,-0.0343,-0.09233999999999999,-0.08774,-0.0597,-0.032,-0.0112,0.0038,0.0163,0.0268,0.03486,0.0406,0.0319,0.0214,0.0208,0.0213,0.023360000000000002,0.0276,0.0315,0.0334,0.03506,0.0402,0.008360000000000003,-0.1587,-0.28124,-0.25745999999999997,-0.20834,-0.16033999999999998,-0.1112,-0.0798,-0.071,-0.0574,-0.02794,0.003960000000000003,0.0293,0.04786,0.05976,0.06726,0.0718,0.07466,0.0759,0.0646,0.0035200000000000045,-0.053,-0.0431,-0.011139999999999997,0.0089,0.0217,0.03936,0.05532,0.0665,0.04456,0.0012600000000000022,-0.006539999999999997,0.017460000000000003,0.05016,0.0794,0.10306,0.12072000000000001,0.1318,0.1382,0.1344,0.1274,0.13026000000000001,0.1372,0.1451,0.15356,0.1583,0.14902,0.14606,0.15406,0.14796,0.14162,0.1465,0.15436,0.16546,0.17616,0.18326,0.1886,0.1919,0.19366,0.19356,0.19266,0.19306,0.19592,0.20166,0.20976,0.2197,0.22716,0.2315,0.23074,0.22678,0.2227,0.2189,0.21746000000000001,0.221,0.22976,0.2393,0.24476,0.24606,0.2441,0.2266,0.15166000000000002,0.0631,0.02924000000000001,0.0493,0.07296,0.0869,0.10856,0.13226000000000002,0.14300000000000002,0.15392,0.17870000000000003,0.1984,0.19842,0.20364000000000002,0.23156000000000002,0.26752000000000004,0.30336,0.334,0.3585,0.3587,0.318,0.29112,0.31034,0.34152,0.3733,0.41186,0.45636,0.49856,0.4953,0.38984,0.3043,0.3383,0.41346,0.48376,0.54462,0.5989,0.6479400000000001,0.69316,0.73178,0.76002,0.77982,0.792,0.80016,0.8069200000000001,0.81512,0.82814,0.8437,0.86408,0.8883599999999999,0.9159,0.94782,0.9792,1.00658,1.02814,1.0504,1.07696,1.09984,1.121,1.14014,1.1585,1.1716199999999999,1.1839199999999999,1.19536,1.20542,1.2168,1.22818,1.2394,1.25012,1.2629400000000002,1.27634,1.28972,1.30338,1.31844,1.33276,1.3471,1.3612,1.37506,1.38894,1.40106,1.41386,1.42726,1.43998,1.45102,1.4626599999999998,1.47452,1.486,1.49762,1.50878,1.5210000000000001,1.53582,1.55226,1.56796,1.58386,1.59948,1.6153,1.63214,1.6493,1.66534,1.68166,1.69858,1.7163,1.73448,1.75296,1.76998,1.7868600000000001,1.80482,1.8229,1.8410199999999999,1.85924,1.8776599999999999,1.89578,1.9135199999999999,1.93172,1.9504,1.96924,1.98766,2.0074199999999998,2.0261199999999997,2.0448600000000003,2.063,2.08128,2.09982,2.1185,2.13632,2.15448,2.17242,2.19026,2.20762,2.2252199999999998,2.24254,2.2603,2.2781000000000002,2.2953,2.31406,2.33172,2.35006,2.36952,2.38706,2.40502,2.42312,2.4400399999999998,2.45616,2.47202,2.48876,2.50414,2.5192,2.53378,2.54836,2.56292,2.57758,2.59306,2.60896,2.62568,2.6413,2.65536,2.66942,2.68352,2.69794,2.7125,2.7276,2.74392,2.7605399999999998,2.77638,2.7912,2.80676,2.82152,2.83634,2.85266,2.86956,2.88504,2.9004,2.91484,2.93072,2.94658,2.96098,2.97584,2.99232,3.00894,3.0254600000000003,3.04202,3.0580600000000002,3.0732600000000003,3.08804,3.10114,3.1140399999999997,3.12826,3.14298,3.15868,3.17438,3.19008,3.20576,3.221,3.2353,3.24954,3.26372,3.27784,3.2925,3.30752,3.32248,3.3375600000000003,3.3523199999999997,3.3663600000000002,3.38026,3.39438,3.4090599999999998,3.4243799999999998,3.4394600000000004,3.45352,3.46794,3.48326,3.498,3.51162,3.52434,3.53866,3.55382,3.56868,3.58416,3.5987400000000003,3.6133599999999997,3.62798,3.64326,3.65858,3.6736,3.6883399999999997,3.7026399999999997,3.7167,3.73276,3.749,3.76474,3.78044,3.79482,3.8092,3.8232,3.83636,3.84966,3.86296,3.8770000000000002,3.89124,3.90558,3.9195,3.93222,3.9454599999999997,3.95998,3.97404,3.98732,4.00066,4.01418,4.02766,4.04108,4.05464,4.0679799999999995,4.0811,4.09456,4.10738,4.1205,4.13358,4.14648,4.15912,4.1715599999999995,4.18398,4.19682,4.2096599999999995,4.22258,4.23584,4.24932,4.2627,4.27628,4.28988,4.3029399999999995,4.31624,4.33006,4.3433,4.35582,4.36856,4.38212,4.39794,4.4130199999999995,4.4264,4.439299999999999,4.45214,4.46562,4.4791,4.49252,4.506,4.51938,4.5328,4.5457,4.5584,4.57186,4.5854,4.59894,4.6128599999999995,4.6262,4.63952,4.6529,4.66634,4.67978,4.69318,4.70638,4.7195599999999995,4.7327,4.74518,4.75772,4.7700000000000005,4.78256,4.795059999999999,4.807,4.81866,4.83192,4.8453,4.85776,4.87024,4.88266,4.8951400000000005,4.907220000000001,4.91934,4.93142,4.94346,4.95544,4.967420000000001,4.9794,4.9915,5.00408,5.016660000000001,5.02978,5.043620000000001,5.05796,5.07074,5.083200000000001,5.0959200000000004,5.10864,5.12094,5.13314,5.14542,5.15668,5.16762,5.178179999999999,5.18872
CurPol,0.2,-0.0041,0.006620000000000004,0.0146,0.009920000000000005,-0.0047,-0.0101,-0.0066,-0.0132,-0.0176,-0.0069,0.007,0.0148,-0.029,-0.0837,-0.0819,-0.056,-0.0298,-0.009679999999999996,0.0058,0.0191,0.0298,0.0385,0.04442000000000001,0.0363,0.025420000000000005,0.0247,0.0247,0.0273,0.0318,0.03602,0.0382,0.0399,0.045,0.0128,-0.1405,-0.25877999999999995,-0.23928,-0.19368,-0.14538,-0.0984,-0.06848,-0.0603,-0.0479,-0.0183,0.013820000000000004,0.0394,0.0563,0.06742000000000001,0.0745,0.0792,0.08182,0.08392000000000001,0.0725,0.013820000000000004,-0.0405,-0.0325,-0.00047999999999999546,0.0187,0.0315,0.05022000000000001,0.06622,0.0785,0.0558,0.013520000000000004,0.0062,0.030320000000000007,0.062220000000000004,0.09062,0.11512,0.1326,0.1443,0.1512,0.14762,0.14122,0.1443,0.15172,0.16012,0.1691,0.174,0.16504000000000002,0.1621,0.16992000000000002,0.16426000000000002,0.15802,0.16392,0.1719,0.18224,0.19342,0.2017,0.20752,0.2113,0.21252000000000001,0.21332,0.2131,0.2129,0.21652,0.2227,0.2309,0.2413,0.24882,0.25352,0.2534,0.24972,0.24612,0.24232,0.2409,0.245,0.25436000000000003,0.2642,0.26962,0.27104,0.26812,0.2524,0.1778,0.08882000000000001,0.054920000000000004,0.07506000000000002,0.09922,0.1135,0.1364,0.15992,0.1716,0.1826,0.20712,0.22732,0.22552,0.23032,0.25842000000000004,0.2948,0.33154,0.36244,0.3872,0.3874,0.34642,0.31904,0.33728,0.3698,0.4017,0.4414,0.4865,0.5283,0.52602,0.4232,0.33672,0.36974,0.44412,0.51444,0.57642,0.6328,0.68232,0.72874,0.76514,0.7941,0.81638,0.83104,0.8409800000000001,0.84922,0.8598,0.8746200000000001,0.89052,0.9115,0.9370200000000001,0.965,0.99816,1.0311,1.0609,1.08572,1.1096,1.13412,1.15784,1.18162,1.20282,1.22132,1.23734,1.25234,1.2651599999999998,1.27742,1.28894,1.2998,1.31128,1.32336,1.337,1.3509,1.3648,1.37906,1.39394,1.40832,1.42266,1.43746,1.45156,1.46514,1.4796,1.49386,1.50864,1.5217800000000001,1.53646,1.5494400000000002,1.5628,1.57614,1.5894199999999998,1.6026,1.6142800000000002,1.6295600000000001,1.64476,1.6599599999999999,1.6775,1.69562,1.71384,1.7323,1.7512,1.77002,1.7876200000000002,1.8053,1.8254,1.84476,1.8638,1.88364,1.9041199999999998,1.92382,1.94342,1.9632200000000002,1.98344,2.00392,2.02418,2.0448,2.06482,2.08554,2.1040200000000002,2.1245399999999997,2.14352,2.1624600000000003,2.18204,2.20226,2.2238200000000004,2.24382,2.26358,2.2826,2.3027200000000003,2.32336,2.34194,2.36172,2.37996,2.39984,2.4204800000000004,2.4421,2.46254,2.48192,2.50146,2.52106,2.54168,2.56102,2.5791600000000003,2.59804,2.61658,2.63434,2.65116,2.66764,2.68374,2.70012,2.71722,2.73468,2.75162,2.7678,2.78384,2.8006599999999997,2.8178799999999997,2.8341600000000002,2.85074,2.86796,2.8855,2.90272,2.9188,2.9351399999999996,2.95208,2.96962,2.98612,3.00258,3.01986,3.03718,3.0540599999999998,3.0708800000000003,3.087,3.1035,3.1196800000000002,3.1357,3.15138,3.16708,3.1838800000000003,3.19964,3.2155,3.23202,3.2476599999999998,3.26302,3.27974,3.29662,3.3133399999999997,3.3296,3.34576,3.36216,3.379,3.39536,3.4109800000000003,3.42594,3.4408,3.4559800000000003,3.4718799999999996,3.48896,3.5056399999999996,3.5220000000000002,3.53796,3.55512,3.5723599999999998,3.5905,3.60656,3.6230200000000004,3.6403,3.65604,3.67198,3.6879399999999998,3.7039400000000002,3.71962,3.73504,3.75068,3.76742,3.7843400000000003,3.80008,3.81614,3.83212,3.8481199999999998,3.86422,3.88014,3.89518,3.9104200000000002,3.92598,3.9418200000000003,3.95722,3.97256,3.98916,4.00474,4.02132,4.038,4.054279999999999,4.07044,4.08592,4.10088,4.11584,4.1308,4.14576,4.1607,4.17556,4.19082,4.20678,4.222740000000001,4.238480000000001,4.25386,4.270160000000001,4.2862800000000005,4.300820000000001,4.31432,4.33096,4.3476799999999995,4.36344,4.37882,4.39366,4.4085,4.42246,4.4365000000000006,4.451020000000001,4.46688,4.4833,4.49852,4.51402,4.52898,4.5461,4.56266,4.57876,4.59382,4.60764,4.6212599999999995,4.6355,4.650880000000001,4.6661600000000005,4.68028,4.69386,4.70816,4.72188,4.7367,4.7519,4.76702,4.78214,4.797140000000001,4.81206,4.8272,4.8413200000000005,4.8549,4.87004,4.88476,4.8987,4.9116800000000005,4.92558,4.9397,4.95322,4.96704,4.9812199999999995,4.9959999999999996,5.0106,5.02452,5.038460000000001,5.05196,5.06604,5.0799,5.09376,5.10734,5.12142,5.13542,5.15064,5.1646,5.1778200000000005,5.1909600000000005,5.20394,5.21682,5.22962,5.24276,5.2556,5.2683,5.281540000000001,5.29486,5.3081,5.3212600000000005,5.3339799999999995,5.3466000000000005,5.35914,5.3732,5.38744,5.4014999999999995,5.41454,5.42776,5.4416400000000005,5.45482,5.46758,5.48094,5.494260000000001,5.50832,5.5225,5.53662,5.55002,5.5632,5.5757,5.58866,5.602580000000001,5.6164000000000005
CurPol,0.3,0.0013799999999999954,0.0118,0.0191,0.014579999999999996,-0.0005,-0.006220000000000004,-0.0032,-0.0099,-0.0144,-0.0042,0.0097,0.0177,-0.0252,-0.07812000000000001,-0.0776,-0.0533,-0.0283,-0.0083,0.007579999999999996,0.021179999999999994,0.0324,0.04137999999999999,0.0481,0.0391,0.0284,0.0275,0.0273,0.0299,0.0345,0.039,0.0414,0.0431,0.0483,0.0159,-0.1299,-0.24464000000000002,-0.2271,-0.1818,-0.1357,-0.0891,-0.06012000000000001,-0.052320000000000005,-0.04002000000000001,-0.010620000000000004,0.021379999999999993,0.0457,0.0623,0.073,0.0798,0.0846,0.0876,0.0896,0.0785,0.0203,-0.0324,-0.0251,0.006,0.0253,0.0383,0.056679999999999994,0.073,0.085,0.062,0.0214,0.013779999999999995,0.0376,0.0695,0.0989,0.123,0.1411,0.1528,0.16024,0.1566,0.15018,0.15348,0.16168,0.1702,0.179,0.1845,0.17568,0.1723,0.18078,0.1754,0.1695,0.17518,0.183,0.19388,0.20578,0.2144,0.2207,0.2247,0.2267,0.22728,0.2272,0.2272,0.23058,0.2368,0.2458,0.25658,0.2652,0.2699,0.2695,0.26588,0.26277999999999996,0.25948,0.2591,0.26324,0.27177999999999997,0.2823,0.289,0.2918,0.28918,0.2723,0.19827999999999998,0.1094,0.07558,0.0946,0.12047999999999999,0.1352,0.15878,0.1828,0.19478,0.20654,0.23146,0.2511,0.2493,0.25484,0.28247999999999995,0.31816,0.35536,0.3868,0.4116,0.40981999999999996,0.36828,0.34148,0.3623,0.39268,0.42638,0.46676,0.51228,0.5538399999999999,0.5508799999999999,0.44708,0.36496,0.39596,0.46987999999999996,0.5405399999999999,0.60146,0.6563,0.70718,0.75408,0.79306,0.82518,0.8481,0.86408,0.8746,0.88418,0.8954799999999999,0.90992,0.92628,0.9479799999999999,0.9745,1.00464,1.0388199999999999,1.0718800000000002,1.10168,1.128,1.15338,1.1788800000000001,1.20448,1.2286,1.2525199999999999,1.27248,1.29024,1.30666,1.32128,1.3346799999999999,1.34688,1.35864,1.3702800000000002,1.3842800000000002,1.39818,1.4133799999999999,1.42916,1.4441599999999999,1.45888,1.47356,1.4878,1.5033,1.5184,1.53396,1.5478,1.56286,1.57676,1.59094,1.6048799999999999,1.61946,1.63338,1.64698,1.66096,1.6743,1.68828,1.70384,1.72006,1.7375,1.7545,1.77226,1.79056,1.80908,1.82848,1.84778,1.86662,1.88602,1.90576,1.92558,1.94584,1.96572,1.9856800000000001,2.00598,2.02638,2.04622,2.0664,2.08706,2.10866,2.1294600000000004,2.15092,2.17166,2.19238,2.21298,2.23338,2.2553199999999998,2.2759,2.29696,2.3183,2.34008,2.3608800000000003,2.38038,2.40148,2.4221600000000003,2.44222,2.4627,2.48396,2.50528,2.5259,2.54734,2.56856,2.5902600000000002,2.6121600000000003,2.6338,2.65586,2.67632,2.6975,2.7171399999999997,2.73586,2.75312,2.77096,2.7898199999999997,2.80728,2.8242399999999996,2.8413,2.8589800000000003,2.87618,2.8947599999999998,2.9128,2.93018,2.94744,2.96428,2.98162,2.9993600000000002,3.01692,3.0338,3.05114,3.06838,3.08554,3.1025,3.1200799999999997,3.1375,3.15478,3.17204,3.18994,3.20732,3.22444,3.2416799999999997,3.25912,3.27798,3.29564,3.31468,3.3332200000000003,3.35094,3.3689400000000003,3.3860799999999998,3.4026799999999997,3.42028,3.4368600000000002,3.45498,3.47176,3.48896,3.5063,3.5236799999999997,3.54214,3.55854,3.57604,3.59294,3.6103,3.62684,3.64364,3.66086,3.67834,3.69638,3.71434,3.7323,3.75002,3.76678,3.78362,3.80026,3.81772,3.83542,3.85324,3.87032,3.88758,3.905,3.92178,3.93938,3.9552199999999997,3.9713,3.98916,4.005859999999999,4.022819999999999,4.03928,4.05612,4.07268,4.08854,4.10452,4.12148,4.13926,4.15692,4.1745,4.19088,4.20758,4.22412,4.24064,4.25736,4.27406,4.29082,4.30744,4.3242,4.3407599999999995,4.35724,4.37374,4.39058,4.40698,4.4236200000000006,4.43994,4.45764,4.47542,4.49232,4.50792,4.52448,4.54116,4.557659999999999,4.57376,4.5905000000000005,4.60728,4.62434,4.641,4.65714,4.6749,4.69028,4.70632,4.722899999999999,4.73838,4.75376,4.76916,4.78454,4.799919999999999,4.8152800000000004,4.830579999999999,4.84606,4.86324,4.880859999999999,4.89628,4.91138,4.92664,4.94336,4.95974,4.97494,4.9913,5.0075,5.0233,5.039219999999999,5.05418,5.0693,5.0864199999999995,5.10178,5.1171999999999995,5.13256,5.1471599999999995,5.16336,5.17824,5.19282,5.2075,5.22224,5.237,5.251939999999999,5.2661999999999995,5.2807200000000005,5.29522,5.31,5.3259,5.34116,5.355659999999999,5.37082,5.38642,5.40166,5.41664,5.432180000000001,5.4467,5.461600000000001,5.47712,5.491,5.50524,5.5189,5.53304,5.54708,5.56118,5.57532,5.5897,5.60464,5.61946,5.6343,5.64932,5.66434,5.67928,5.69456,5.7094,5.72416,5.73882,5.7537199999999995,5.7679,5.782,5.79526,5.80848,5.8234,5.838620000000001,5.85382,5.868659999999999,5.88368,5.89898,5.912739999999999,5.92618,5.94016
CurPol,0.33,0.0025,0.013,0.0206,0.015888,0.0005879999999999995,-0.0052,-0.0021,-0.009,-0.0136,-0.0034,0.0106,0.018587999999999997,-0.0242,-0.07681199999999999,-0.0766,-0.0526,-0.0279,-0.007912,0.007988,0.0217,0.0331,0.0422,0.0489,0.0401,0.0291,0.0284,0.028,0.030688,0.035388,0.0399,0.0421,0.044,0.0492,0.017,-0.1278,-0.24091200000000002,-0.223612,-0.17911200000000002,-0.133112,-0.086812,-0.058,-0.0504,-0.0377,-0.008312,0.0227,0.047,0.0636,0.0742,0.081488,0.086,0.0893,0.0911,0.0799,0.0223,-0.03,-0.0233,0.0075,0.027187999999999997,0.0397,0.0585,0.0751,0.087,0.063888,0.0231,0.015788,0.0391,0.0714,0.1008,0.1249,0.1433,0.155388,0.1627,0.1588,0.1526,0.1559,0.163988,0.1728,0.1823,0.187488,0.1788,0.1753,0.18398799999999998,0.17818799999999999,0.1724,0.178,0.186388,0.19738799999999998,0.2084,0.217388,0.22436399999999998,0.2284,0.2306,0.2312,0.2308,0.2314,0.2349,0.24118799999999999,0.249988,0.260476,0.2693,0.2742,0.273988,0.27088799999999996,0.267588,0.263888,0.26278799999999997,0.267188,0.2767,0.287288,0.2936,0.2961,0.29397599999999996,0.2777,0.20318799999999998,0.1158,0.081888,0.100588,0.125488,0.1414,0.165976,0.189688,0.201988,0.213188,0.2368,0.2568,0.254564,0.2596,0.2886,0.3243,0.3627,0.394188,0.4182,0.418088,0.3752,0.348776,0.3682,0.400288,0.432588,0.4729,0.518128,0.560588,0.5587,0.454764,0.3729,0.403288,0.476276,0.5468,0.609,0.6651,0.7144,0.761688,0.8007,0.832,0.854988,0.872576,0.883428,0.8926,0.9045,0.919388,0.9377,0.958676,0.984988,1.0135880000000002,1.0475880000000002,1.082276,1.112988,1.139288,1.165276,1.1908,1.216876,1.242488,1.2648519999999999,1.2873640000000002,1.306564,1.321576,1.3358880000000002,1.3496759999999999,1.3617,1.374856,1.387,1.4010880000000001,1.413876,1.429488,1.444976,1.459652,1.4748880000000002,1.489664,1.503376,1.518988,1.534788,1.548988,1.564628,1.579564,1.5939640000000002,1.6079640000000002,1.6222880000000002,1.636,1.6504880000000002,1.664916,1.6792880000000001,1.6923,1.7074880000000001,1.723864,1.7413640000000001,1.7591640000000002,1.777088,1.795188,1.8132279999999998,1.8318880000000002,1.850376,1.870068,1.888728,1.908492,1.928116,1.948,1.968976,1.9887,2.009888,2.030364,2.05004,2.070956,2.091676,2.112288,2.1326,2.154664,2.174928,2.195652,2.217364,2.23834,2.26074,2.281428,2.302664,2.3233639999999998,2.3448800000000003,2.365488,2.38638,2.4067,2.427904,2.449576,2.469576,2.490392,2.511568,2.5322400000000003,2.554288,2.576316,2.598688,2.619764,2.641444,2.663228,2.6849760000000003,2.707616,2.72958,2.749504,2.769088,2.788052,2.8071680000000003,2.826136,2.843344,2.8613880000000003,2.879064,2.897884,2.9154880000000003,2.932452,2.9497,2.967868,2.984852,3.00314,3.022168,3.039616,3.057092,3.0748159999999998,3.0931800000000003,3.1121079999999997,3.128588,3.1459,3.1640639999999998,3.181644,3.198788,3.216788,3.234832,3.252452,3.270764,3.288756,3.305968,3.3233639999999998,3.3429320000000002,3.3592880000000003,3.3756880000000002,3.3931,3.4114400000000002,3.429316,3.448016,3.4661880000000003,3.484596,3.500188,3.518288,3.5366760000000004,3.5543639999999996,3.572528,3.5909760000000004,3.6090760000000004,3.627264,3.645664,3.6637760000000004,3.681664,3.699888,3.71844,3.736892,3.754452,3.771688,3.788952,3.806492,3.8243720000000003,3.8423,3.860468,3.878216,3.895344,3.914096,3.931772,3.94934,3.967472,3.983992,4.001744,4.018476000000001,4.035927999999999,4.0527999999999995,4.069644,4.08668,4.10382,4.121352000000001,4.139924,4.156984,4.174088,4.191276,4.2089680000000005,4.224728,4.2414119999999995,4.258152,4.274764,4.291023999999999,4.307284,4.323532,4.33978,4.3558520000000005,4.371956,4.388008,4.405092,4.421556000000001,4.438364,4.4563880000000005,4.4749039999999995,4.4914760000000005,4.507852000000001,4.524304,4.540328,4.556976000000001,4.5735,4.590592,4.606804,4.622852,4.63854,4.654668,4.671,4.689136,4.7067239999999995,4.723408,4.738496,4.7536,4.770816,4.786876,4.80364,4.820316,4.836992,4.852776,4.869176,4.885364,4.901472,4.917668,4.931752,4.948648,4.965468,4.979928,4.99484,5.01204,5.029076,5.044676,5.060944,5.0780520000000005,5.09312,5.108,5.124664,5.140088,5.156192,5.171816,5.187352000000001,5.203452,5.220388,5.235688,5.251519999999999,5.266728,5.282316,5.298019999999999,5.31204,5.327908,5.342004,5.3561760000000005,5.371252,5.386404,5.400576,5.414888,5.430856,5.445908,5.459088,5.474276000000001,5.49004,5.505944,5.521896,5.537116,5.5524640000000005,5.568327999999999,5.582652,5.596704,5.611376,5.625776,5.640488,5.655488,5.6703,5.685964,5.701968,5.717268,5.731504,5.745596,5.759816,5.77434,5.78938,5.804524,5.818448,5.83236,5.846304,5.860728,5.875796,5.891116,5.90612,5.921244,5.936192,5.95114,5.966527999999999,5.981552000000001,5.995716,6.01006,6.025183999999999
