"","scenario","quantile","coupling_strength","Tpeak","count","any_tippings_prob","number_of_tippings_mean","number_of_tippings_sd","number_of_tippings_se","GIS_tip_prob","THC_tip_prob","WAIS_tip_prob","AMAZ_tip_prob","Tconv"
"781","SP-NZGHG",0.8,1,1.8,1000,0.038,0.054,0.29183757326494,0.00922871438333472,0.001,0.031,0.008,0.014,1.29376
"782","SP-NZGHG",0.9,0,1.94,1000,0.049,0.049,0.215976030257169,0.00682976175614096,0.005,0.04,0.004,0,1.4506
"783","SP-NZGHG",0.9,0.1,1.94,1000,0.05,0.05,0.218054001448145,0.00689547297489792,0.004,0.041,0.005,0,1.4506
"784","SP-NZGHG",0.9,0.2,1.94,1000,0.055,0.057,0.240434624812669,0.00760321042776068,0.004,0.046,0.006,0.001,1.4506
"785","SP-NZGHG",0.9,0.3,1.94,1000,0.059,0.066,0.278786157693889,0.00881599238439563,0.004,0.046,0.011,0.005,1.4506
"786","SP-NZGHG",0.9,0.4,1.94,1000,0.061,0.075,0.315395742638474,0.00997368911057862,0.003,0.048,0.013,0.011,1.4506
"787","SP-NZGHG",0.9,0.5,1.94,1000,0.064,0.08,0.328188524643546,0.0103782323980391,0.003,0.05,0.014,0.013,1.4506
"788","SP-NZGHG",0.9,0.6,1.94,1000,0.071,0.091,0.353332483425801,0.0111733541894922,0.002,0.056,0.015,0.018,1.4506
"789","SP-NZGHG",0.9,0.7,1.94,1000,0.075,0.098,0.369503088664401,0.0116847136264665,0.002,0.061,0.015,0.02,1.4506
"790","SP-NZGHG",0.9,0.8,1.94,1000,0.077,0.101,0.372743796645817,0.0117871938109941,0.001,0.062,0.016,0.022,1.4506
"791","SP-NZGHG",0.9,0.9,1.94,1000,0.078,0.108,0.398113670318534,0.0125894596585594,0.002,0.063,0.016,0.027,1.4506
"792","SP-NZGHG",0.9,1,1.94,1000,0.08,0.113,0.410364958785956,0.0129768794168475,0.002,0.065,0.018,0.028,1.4506
"793","ssp119",0.1,0,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"794","ssp119",0.1,0.1,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"795","ssp119",0.1,0.2,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"796","ssp119",0.1,0.3,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"797","ssp119",0.1,0.4,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"798","ssp119",0.1,0.5,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"799","ssp119",0.1,0.6,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"800","ssp119",0.1,0.7,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"801","ssp119",0.1,0.8,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"802","ssp119",0.1,0.9,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"803","ssp119",0.1,1,1.25,1000,0,0,0,0,0,0,0,0,0.70272
"804","ssp119",0.2,0,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"805","ssp119",0.2,0.1,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"806","ssp119",0.2,0.2,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"807","ssp119",0.2,0.3,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"808","ssp119",0.2,0.4,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"809","ssp119",0.2,0.5,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"810","ssp119",0.2,0.6,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"811","ssp119",0.2,0.7,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"812","ssp119",0.2,0.8,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"813","ssp119",0.2,0.9,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"814","ssp119",0.2,1,1.33,1000,0,0,0,0,0,0,0,0,0.7831
"815","ssp119",0.3,0,1.4,1000,0,0,0,0,0,0,0,0,0.85172
"816","ssp119",0.3,0.1,1.4,1000,0,0,0,0,0,0,0,0,0.85172
"817","ssp119",0.3,0.2,1.4,1000,0,0,0,0,0,0,0,0,0.85172
"818","ssp119",0.3,0.3,1.4,1000,0,0,0,0,0,0,0,0,0.85172
"819","ssp119",0.3,0.4,1.4,1000,0,0,0,0,0,0,0,0,0.85172
"820","ssp119",0.3,0.5,1.4,1000,0,0,0,0,0,0,0,0,0.85172
"821","ssp119",0.3,0.6,1.4,1000,0,0,0,0,0,0,0,0,0.85172
"822","ssp119",0.3,0.7,1.4,1000,0,0,0,0,0,0,0,0,0.85172
"823","ssp119",0.3,0.8,1.4,1000,0,0,0,0,0,0,0,0,0.85172
"824","ssp119",0.3,0.9,1.4,1000,0.001,0.001,0.0316227766016838,0.001,0,0,0.001,0,0.85172
"825","ssp119",0.3,1,1.4,1000,0.001,0.001,0.0316227766016838,0.001,0,0,0.001,0,0.85172
"826","ssp119",0.4,0,1.46,1000,0,0,0,0,0,0,0,0,0.92238
"827","ssp119",0.4,0.1,1.46,1000,0,0,0,0,0,0,0,0,0.92238
"828","ssp119",0.4,0.2,1.46,1000,0,0,0,0,0,0,0,0,0.92238
"829","ssp119",0.4,0.3,1.46,1000,0,0,0,0,0,0,0,0,0.92238
"830","ssp119",0.4,0.4,1.46,1000,0,0,0,0,0,0,0,0,0.92238
"831","ssp119",0.4,0.5,1.46,1000,0.001,0.001,0.0316227766016838,0.001,0,0,0.001,0,0.92238
"832","ssp119",0.4,0.6,1.46,1000,0.001,0.001,0.0316227766016838,0.001,0,0,0.001,0,0.92238
"833","ssp119",0.4,0.7,1.46,1000,0.001,0.001,0.0316227766016838,0.001,0,0,0.001,0,0.92238
"834","ssp119",0.4,0.8,1.46,1000,0.001,0.001,0.0316227766016838,0.001,0,0,0.001,0,0.92238
"835","ssp119",0.4,0.9,1.46,1000,0.001,0.001,0.0316227766016838,0.001,0,0,0.001,0,0.92238
"836","ssp119",0.4,1,1.46,1000,0.002,0.002,0.0446989708829856,0.00141350557055782,0,0,0.002,0,0.92238
"837","ssp119",0.5,0,1.53,1000,0.002,0.002,0.0446989708829856,0.00141350557055782,0,0.002,0,0,0.9946
"838","ssp119",0.5,0.1,1.53,1000,0.003,0.003,0.054717401199198,0.00173031615434694,0,0.002,0.001,0,0.9946
"839","ssp119",0.5,0.2,1.53,1000,0.003,0.003,0.054717401199198,0.00173031615434694,0,0.002,0.001,0,0.9946
"840","ssp119",0.5,0.3,1.53,1000,0.003,0.003,0.054717401199198,0.00173031615434694,0,0.002,0.001,0,0.9946
"841","ssp119",0.5,0.4,1.53,1000,0.004,0.004,0.0631505185092568,0.00199699473909873,0,0.002,0.002,0,0.9946
"842","ssp119",0.5,0.5,1.53,1000,0.004,0.004,0.0631505185092568,0.00199699473909873,0,0.002,0.002,0,0.9946
"843","ssp119",0.5,0.6,1.53,1000,0.004,0.004,0.0631505185092568,0.00199699473909873,0,0.002,0.002,0,0.9946
"844","ssp119",0.5,0.7,1.53,1000,0.004,0.004,0.0631505185092568,0.00199699473909873,0,0.002,0.002,0,0.9946
"845","ssp119",0.5,0.8,1.53,1000,0.005,0.007,0.104699388546266,0.00331088537433146,0,0.003,0.002,0.002,0.9946
"846","ssp119",0.5,0.9,1.53,1000,0.005,0.007,0.104699388546266,0.00331088537433146,0,0.003,0.002,0.002,0.9946
"847","ssp119",0.5,1,1.53,1000,0.005,0.007,0.104699388546266,0.00331088537433146,0,0.003,0.002,0.002,0.9946
"848","ssp119",0.6,0,1.6,1000,0.007,0.007,0.0834143750078963,0.00263779414624378,0,0.005,0.002,0,1.0765
"849","ssp119",0.6,0.1,1.6,1000,0.008,0.008,0.0891288053546324,0.0028185003005045,0,0.006,0.002,0,1.0765
"850","ssp119",0.6,0.2,1.6,1000,0.008,0.008,0.0891288053546324,0.0028185003005045,0,0.006,0.002,0,1.0765
"851","ssp119",0.6,0.3,1.6,1000,0.011,0.011,0.104354635210372,0.00329998331660781,0,0.009,0.002,0,1.0765
"852","ssp119",0.6,0.4,1.6,1000,0.012,0.014,0.133498396326779,0.00422158996372478,0,0.01,0.002,0.002,1.0765
"853","ssp119",0.6,0.5,1.6,1000,0.011,0.015,0.150989396309138,0.00477470394870696,0,0.009,0.002,0.004,1.0765
"854","ssp119",0.6,0.6,1.6,1000,0.011,0.016,0.160529653864231,0.0050763933820942,0,0.009,0.002,0.005,1.0765
"855","ssp119",0.6,0.7,1.6,1000,0.01,0.014,0.147735661997453,0.00467181183544734,0,0.008,0.002,0.004,1.0765
"856","ssp119",0.6,0.8,1.6,1000,0.013,0.019,0.175127581122077,0.0055380203746167,0,0.01,0.003,0.006,1.0765
"857","ssp119",0.6,0.9,1.6,1000,0.011,0.016,0.160529653864231,0.0050763933820942,0,0.008,0.003,0.005,1.0765
"858","ssp119",0.6,1,1.6,1000,0.012,0.017,0.163516781211403,0.00517085464287459,0,0.008,0.004,0.005,1.0765
"859","ssp119",0.7,0,1.68,1000,0.014,0.014,0.117549214450024,0.00371723254825654,0,0.011,0.003,0,1.16524
"860","ssp119",0.7,0.1,1.68,1000,0.016,0.016,0.125537881771837,0.0039698563903194,0,0.013,0.003,0,1.16524
"861","ssp119",0.7,0.2,1.68,1000,0.017,0.017,0.129335717138491,0.00408995448968906,0,0.014,0.003,0,1.16524
"862","ssp119",0.7,0.3,1.68,1000,0.017,0.017,0.129335717138491,0.00408995448968906,0,0.014,0.003,0,1.16524
"863","ssp119",0.7,0.4,1.68,1000,0.017,0.022,0.177616293023888,0.00561672035511361,0,0.014,0.003,0.005,1.16524
"864","ssp119",0.7,0.5,1.68,1000,0.017,0.023,0.185756575941487,0.00587413870329136,0,0.014,0.003,0.006,1.16524
"865","ssp119",0.7,0.6,1.68,1000,0.018,0.026,0.203384771714515,0.00643159120011256,0,0.015,0.003,0.008,1.16524
"866","ssp119",0.7,0.7,1.68,1000,0.02,0.029,0.214953960664151,0.00679744107772956,0,0.017,0.003,0.009,1.16524
"867","ssp119",0.7,0.8,1.68,1000,0.02,0.03,0.221696073824389,0.00701064541601907,0,0.017,0.004,0.009,1.16524
"868","ssp119",0.7,0.9,1.68,1000,0.019,0.029,0.219561397352101,0.00694314101881902,0.001,0.015,0.004,0.009,1.16524
"869","ssp119",0.7,1,1.68,1000,0.02,0.03,0.221696073824389,0.00701064541601907,0.001,0.016,0.004,0.009,1.16524
"870","ssp119",0.8,0,1.77,1000,0.023,0.023,0.149978310076802,0.00474273059465678,0.002,0.018,0.003,0,1.2996
"871","ssp119",0.8,0.1,1.77,1000,0.023,0.023,0.149978310076802,0.00474273059465678,0.002,0.018,0.003,0,1.2996
"872","ssp119",0.8,0.2,1.77,1000,0.026,0.026,0.159214789983058,0.00503481373531825,0.002,0.021,0.003,0,1.2996
"873","ssp119",0.8,0.3,1.77,1000,0.028,0.029,0.173750364572824,0.00549446896334752,0.001,0.024,0.003,0.001,1.2996
"874","ssp119",0.8,0.4,1.77,1000,0.029,0.035,0.21405798471634,0.00676910783049146,0.001,0.026,0.003,0.005,1.2996
"875","ssp119",0.8,0.5,1.77,1000,0.031,0.04,0.241781840630057,0.00764581313258822,0.001,0.027,0.005,0.007,1.2996
"876","ssp119",0.8,0.6,1.77,1000,0.031,0.04,0.237605674293474,0.00751375115747497,0,0.027,0.005,0.008,1.2996
"877","ssp119",0.8,0.7,1.77,1000,0.032,0.043,0.25142437076428,0.00795073670889775,0,0.028,0.005,0.01,1.2996
"878","ssp119",0.8,0.8,1.77,1000,0.033,0.046,0.264488097943847,0.00836384803508253,0,0.028,0.006,0.012,1.2996
"879","ssp119",0.8,0.9,1.77,1000,0.033,0.046,0.264488097943847,0.00836384803508253,0.001,0.027,0.006,0.012,1.2996
"880","ssp119",0.8,1,1.77,1000,0.033,0.047,0.269933072934503,0.00853603326281382,0.001,0.028,0.006,0.012,1.2996
"881","ssp119",0.9,0,1.92,1000,0.046,0.046,0.209589904165081,0.00662781471738068,0.003,0.039,0.004,0,1.4786
"882","ssp119",0.9,0.1,1.92,1000,0.048,0.048,0.213873190797121,0.00676326413366665,0.003,0.041,0.004,0,1.4786
"883","ssp119",0.9,0.2,1.92,1000,0.05,0.051,0.224609548883055,0.00710277758693382,0.003,0.044,0.004,0,1.4786
"884","ssp119",0.9,0.3,1.92,1000,0.053,0.059,0.26379649085723,0.0083419774986863,0.003,0.047,0.005,0.004,1.4786
"885","ssp119",0.9,0.4,1.92,1000,0.055,0.068,0.302435889846869,0.00956386258095899,0.003,0.048,0.006,0.011,1.4786
"886","ssp119",0.9,0.5,1.92,1000,0.058,0.073,0.315865114836651,0.00998853196274462,0.003,0.05,0.007,0.013,1.4786
"887","ssp119",0.9,0.6,1.92,1000,0.059,0.078,0.334705882870361,0.0105843293612788,0.002,0.052,0.007,0.017,1.4786
"888","ssp119",0.9,0.7,1.92,1000,0.064,0.084,0.34214187270935,0.0108194760067695,0.001,0.055,0.009,0.019,1.4786
"889","ssp119",0.9,0.8,1.92,1000,0.065,0.086,0.347454636930815,0.0109874803628823,0.001,0.056,0.01,0.019,1.4786
"890","ssp119",0.9,0.9,1.92,1000,0.068,0.093,0.366722627452255,0.0115967877227052,0.002,0.057,0.012,0.022,1.4786
"891","ssp119",0.9,1,1.92,1000,0.07,0.099,0.386456140264776,0.012220816189942,0.002,0.058,0.013,0.026,1.4786
"892","ssp534-over",0.1,0,1.9,1000,0.026,0.026,0.159214789983058,0.00503481373531825,0,0.023,0.003,0,1.0997
"893","ssp534-over",0.1,0.1,1.9,1000,0.028,0.028,0.16505527329729,0.00521950603441008,0,0.025,0.003,0,1.0997
"894","ssp534-over",0.1,0.2,1.9,1000,0.029,0.029,0.167890402308134,0.00530916068575695,0,0.026,0.003,0,1.0997
"895","ssp534-over",0.1,0.3,1.9,1000,0.031,0.032,0.181683816034915,0.00574534672661355,0,0.028,0.003,0.001,1.0997
"896","ssp534-over",0.1,0.4,1.9,1000,0.033,0.039,0.222550058477927,0.00703765078193914,0,0.03,0.003,0.006,1.0997
"897","ssp534-over",0.1,0.5,1.9,1000,0.033,0.04,0.229025003989635,0.00724240653736398,0,0.03,0.003,0.007,1.0997
"898","ssp534-over",0.1,0.6,1.9,1000,0.034,0.043,0.243331482160057,0.00769481710050409,0,0.031,0.003,0.009,1.0997
"899","ssp534-over",0.1,0.7,1.9,1000,0.036,0.049,0.269576838158755,0.00852476813008258,0,0.033,0.003,0.013,1.0997
"900","ssp534-over",0.1,0.8,1.9,1000,0.035,0.05,0.278527516733226,0.00880781343907656,0,0.032,0.004,0.014,1.0997
"901","ssp534-over",0.1,0.9,1.9,1000,0.035,0.051,0.283689054211613,0.0089710355856768,0.001,0.031,0.004,0.015,1.0997
"902","ssp534-over",0.1,1,1.9,1000,0.037,0.053,0.286833180216783,0.00907046157994582,0.001,0.031,0.004,0.017,1.0997
"903","ssp534-over",0.2,0,2.04,1000,0.043,0.043,0.202958597236462,0.00641811437979974,0.002,0.038,0.003,0,1.20984
"904","ssp534-over",0.2,0.1,2.04,1000,0.046,0.046,0.209589904165081,0.00662781471738068,0.002,0.04,0.004,0,1.20984
"905","ssp534-over",0.2,0.2,2.04,1000,0.048,0.048,0.213873190797121,0.00676326413366665,0.002,0.042,0.004,0,1.20984
"906","ssp534-over",0.2,0.3,2.04,1000,0.048,0.052,0.239485601557491,0.0075731996773724,0.001,0.044,0.004,0.003,1.20984
"907","ssp534-over",0.2,0.4,2.04,1000,0.05,0.06,0.276543805709831,0.00874508298854142,0.001,0.046,0.004,0.009,1.20984
"908","ssp534-over",0.2,0.5,2.04,1000,0.051,0.064,0.296634441682,0.00938040468167509,0.001,0.047,0.005,0.011,1.20984
"909","ssp534-over",0.2,0.6,2.04,1000,0.055,0.07,0.30853718608167,0.0097568025087728,0,0.051,0.005,0.014,1.20984
"910","ssp534-over",0.2,0.7,2.04,1000,0.054,0.071,0.316321132805033,0.0100029525170851,0,0.05,0.005,0.016,1.20984
"911","ssp534-over",0.2,0.8,2.04,1000,0.057,0.076,0.329138773668999,0.0104082819106869,0,0.052,0.006,0.018,1.20984
"912","ssp534-over",0.2,0.9,2.04,1000,0.056,0.076,0.332166124603841,0.0105040151529943,0.001,0.05,0.006,0.019,1.20984
"913","ssp534-over",0.2,1,2.04,1000,0.059,0.081,0.344321880741781,0.010888413913769,0.001,0.053,0.007,0.02,1.20984
"914","ssp534-over",0.3,0,2.14,1000,0.059,0.06,0.241781840630057,0.00764581313258822,0.003,0.053,0.004,0,1.30412
"915","ssp534-over",0.3,0.1,2.14,1000,0.061,0.062,0.245389926884166,0.00775991083816149,0.003,0.055,0.004,0,1.30412
"916","ssp534-over",0.3,0.2,2.14,1000,0.064,0.065,0.250674765059904,0.0079270320951689,0.003,0.057,0.004,0.001,1.30412
"917","ssp534-over",0.3,0.3,2.14,1000,0.064,0.07,0.281387951375284,0.00889826832474607,0.003,0.058,0.005,0.004,1.30412
"918","ssp534-over",0.3,0.4,2.14,1000,0.066,0.078,0.31307189911267,0.00990020272590486,0.003,0.06,0.005,0.01,1.30412
"919","ssp534-over",0.3,0.5,2.14,1000,0.066,0.082,0.330734614737232,0.0104587468362794,0.002,0.062,0.005,0.013,1.30412
"920","ssp534-over",0.3,0.6,2.14,1000,0.068,0.088,0.34695298871227,0.0109716168533346,0.001,0.062,0.007,0.018,1.30412
"921","ssp534-over",0.3,0.7,2.14,1000,0.067,0.089,0.353842061101001,0.0111894684504763,0.001,0.061,0.007,0.02,1.30412
"922","ssp534-over",0.3,0.8,2.14,1000,0.069,0.093,0.363982806576744,0.0115101469792303,0,0.063,0.008,0.022,1.30412
"923","ssp534-over",0.3,0.9,2.14,1000,0.069,0.096,0.375399686900409,0.0118711804351937,0.001,0.062,0.009,0.024,1.30412
"924","ssp534-over",0.3,1,2.14,1000,0.069,0.099,0.38903772355692,0.0123024530216681,0.001,0.063,0.009,0.026,1.30412
"925","ssp534-over",0.4,0,2.24,1000,0.067,0.068,0.255815248649179,0.00808958845933719,0.003,0.061,0.004,0,1.38728
"926","ssp534-over",0.4,0.1,2.24,1000,0.072,0.073,0.264084722656841,0.00835109218849491,0.003,0.066,0.004,0,1.38728
"927","ssp534-over",0.4,0.2,2.24,1000,0.073,0.078,0.286352925597065,0.00905527459539455,0.003,0.068,0.004,0.003,1.38728
"928","ssp534-over",0.4,0.3,2.24,1000,0.076,0.084,0.308284023327579,0.00974879679955629,0.003,0.069,0.006,0.006,1.38728
"929","ssp534-over",0.4,0.4,2.24,1000,0.077,0.092,0.340075949828346,0.0107541457890272,0.003,0.07,0.007,0.012,1.38728
"930","ssp534-over",0.4,0.5,2.24,1000,0.08,0.101,0.367333545887023,0.0116161066598897,0.003,0.072,0.009,0.017,1.38728
"931","ssp534-over",0.4,0.6,2.24,1000,0.084,0.111,0.39348930586972,0.0124432244146698,0.002,0.075,0.01,0.024,1.38728
"932","ssp534-over",0.4,0.7,2.24,1000,0.088,0.116,0.398375077913645,0.0125977260925416,0.001,0.076,0.014,0.025,1.38728
"933","ssp534-over",0.4,0.8,2.24,1000,0.091,0.121,0.408075391962717,0.0129044769566816,0.001,0.078,0.014,0.028,1.38728
"934","ssp534-over",0.4,0.9,2.24,1000,0.094,0.13,0.430447773005373,0.0136119537644412,0.002,0.078,0.014,0.036,1.38728
"935","ssp534-over",0.4,1,2.24,1000,0.1,0.14,0.450113988454705,0.014233854102196,0.002,0.082,0.017,0.039,1.38728
"936","ssp534-over",0.5,0,2.35,1000,0.088,0.089,0.288378505027962,0.00911932904122678,0.006,0.074,0.009,0,1.4772
"937","ssp534-over",0.5,0.1,2.35,1000,0.093,0.096,0.304757078468863,0.00963726501020268,0.006,0.077,0.011,0.002,1.4772
"938","ssp534-over",0.5,0.2,2.35,1000,0.096,0.103,0.329392622108479,0.0104163093031793,0.005,0.08,0.014,0.004,1.4772
"939","ssp534-over",0.5,0.3,2.35,1000,0.1,0.11,0.346439056718523,0.0109553648967079,0.005,0.085,0.014,0.006,1.4772
"940","ssp534-over",0.5,0.4,2.35,1000,0.102,0.121,0.382760376091237,0.0121039458651097,0.003,0.088,0.015,0.015,1.4772
"941","ssp534-over",0.5,0.5,2.35,1000,0.104,0.13,0.40898321147361,0.0129331847302692,0.003,0.088,0.015,0.024,1.4772
"942","ssp534-over",0.5,0.6,2.35,1000,0.109,0.141,0.432788985888396,0.013685989416418,0.002,0.089,0.016,0.034,1.4772
"943","ssp534-over",0.5,0.7,2.35,1000,0.115,0.147,0.437701476559747,0.013841336011476,0.002,0.093,0.016,0.036,1.4772
"944","ssp534-over",0.5,0.8,2.35,1000,0.121,0.161,0.463998161951418,0.0146729102189816,0.001,0.096,0.018,0.046,1.4772
"945","ssp534-over",0.5,0.9,2.35,1000,0.128,0.172,0.482336654888107,0.0152528242843301,0.002,0.098,0.018,0.054,1.4772
"946","ssp534-over",0.5,1,2.35,1000,0.132,0.18,0.495828443966102,0.0156794721163005,0.002,0.099,0.021,0.058,1.4772
"947","ssp534-over",0.6,0,2.47,1000,0.126,0.131,0.352083744246966,0.0111338655894062,0.008,0.093,0.012,0.018,1.58656
"948","ssp534-over",0.6,0.1,2.47,1000,0.131,0.134,0.349522769166997,0.0110528804465699,0.008,0.096,0.014,0.016,1.58656
"949","ssp534-over",0.6,0.2,2.47,1000,0.137,0.144,0.373367651790301,0.0118069218428599,0.007,0.099,0.016,0.022,1.58656
"950","ssp534-over",0.6,0.3,2.47,1000,0.144,0.157,0.400638879181129,0.0126693137742938,0.007,0.104,0.017,0.029,1.58656
"951","ssp534-over",0.6,0.4,2.47,1000,0.147,0.17,0.435073889459353,0.0137582444115988,0.007,0.105,0.017,0.041,1.58656
"952","ssp534-over",0.6,0.5,2.47,1000,0.153,0.187,0.471437433020813,0.0149081606260884,0.005,0.109,0.019,0.054,1.58656
"953","ssp534-over",0.6,0.6,2.47,1000,0.155,0.193,0.483719944787255,0.0152965677517862,0.003,0.111,0.019,0.06,1.58656
"954","ssp534-over",0.6,0.7,2.47,1000,0.159,0.204,0.504617319003855,0.0159574007481995,0.003,0.116,0.019,0.066,1.58656
"955","ssp534-over",0.6,0.8,2.47,1000,0.161,0.21,0.519778962800699,0.0164368540229014,0.003,0.118,0.02,0.069,1.58656
"956","ssp534-over",0.6,0.9,2.47,1000,0.164,0.22,0.536551850139283,0.0169672592921747,0.003,0.119,0.023,0.075,1.58656
"957","ssp534-over",0.6,1,2.47,1000,0.171,0.237,0.570224654111129,0.0180320868497286,0.003,0.124,0.029,0.081,1.58656
"958","ssp534-over",0.7,0,2.58,1000,0.168,0.177,0.404765160105011,0.0127997982341455,0.008,0.11,0.016,0.043,1.70244
"959","ssp534-over",0.7,0.1,2.58,1000,0.171,0.184,0.419905132524384,0.013278566199719,0.008,0.111,0.019,0.046,1.70244
"960","ssp534-over",0.7,0.2,2.58,1000,0.175,0.188,0.425249146779669,0.0134475587686701,0.008,0.115,0.02,0.045,1.70244
"961","ssp534-over",0.7,0.3,2.58,1000,0.181,0.202,0.453212313823666,0.014331831753178,0.008,0.12,0.021,0.053,1.70244
"962","ssp534-over",0.7,0.4,2.58,1000,0.178,0.212,0.487127594469142,0.0154043270964133,0.007,0.121,0.021,0.063,1.70244
"963","ssp534-over",0.7,0.5,2.58,1000,0.183,0.228,0.517961662948412,0.0163793859556543,0.007,0.125,0.022,0.074,1.70244
"964","ssp534-over",0.7,0.6,2.58,1000,0.188,0.236,0.527809229345777,0.0166907933479084,0.004,0.128,0.023,0.081,1.70244
"965","ssp534-over",0.7,0.7,2.58,1000,0.188,0.241,0.539638962835533,0.0170648823673124,0.003,0.131,0.024,0.083,1.70244
"966","ssp534-over",0.7,0.8,2.58,1000,0.199,0.265,0.582335053138753,0.0184150512927364,0.003,0.138,0.028,0.096,1.70244
"967","ssp534-over",0.7,0.9,2.58,1000,0.203,0.275,0.596431664761967,0.018860825292938,0.003,0.141,0.032,0.099,1.70244
"968","ssp534-over",0.7,1,2.58,1000,0.207,0.282,0.607325979063011,0.0192053337603085,0.003,0.144,0.032,0.103,1.70244
"969","ssp534-over",0.8,0,2.72,1000,0.225,0.241,0.463825542778892,0.0146674515214516,0.012,0.131,0.022,0.076,1.86878
"970","ssp534-over",0.8,0.1,2.72,1000,0.226,0.243,0.467085826341551,0.0147705507402117,0.012,0.131,0.025,0.075,1.86878
"971","ssp534-over",0.8,0.2,2.72,1000,0.229,0.249,0.478777848514557,0.0151402849454106,0.012,0.135,0.025,0.077,1.86878
"972","ssp534-over",0.8,0.3,2.72,1000,0.23,0.259,0.502166477546213,0.0158798983362984,0.01,0.138,0.025,0.086,1.86878
"973","ssp534-over",0.8,0.4,2.72,1000,0.238,0.284,0.545565432960742,0.0172522938081184,0.01,0.146,0.025,0.103,1.86878
"974","ssp534-over",0.8,0.5,2.72,1000,0.239,0.296,0.571586135862926,0.018075140683013,0.008,0.151,0.028,0.109,1.86878
"975","ssp534-over",0.8,0.6,2.72,1000,0.247,0.312,0.594145612631288,0.0187885339771098,0.005,0.162,0.031,0.114,1.86878
"976","ssp534-over",0.8,0.7,2.72,1000,0.249,0.322,0.615381747125063,0.0194600795140897,0.005,0.164,0.032,0.121,1.86878
"977","ssp534-over",0.8,0.8,2.72,1000,0.252,0.339,0.646913825402965,0.0204572113812586,0.004,0.168,0.036,0.131,1.86878
"978","ssp534-over",0.8,0.9,2.72,1000,0.253,0.344,0.655815594579829,0.0207387100392983,0.004,0.168,0.037,0.135,1.86878
"979","ssp534-over",0.8,1,2.72,1000,0.257,0.354,0.668678645637148,0.0211454754293,0.004,0.174,0.038,0.138,1.86878
"980","ssp534-over",0.9,0,2.97,1000,0.304,0.337,0.538257113952729,0.0170211844687942,0.019,0.155,0.032,0.131,2.10628
"981","ssp534-over",0.9,0.1,2.97,1000,0.307,0.342,0.543443954176814,0.0171852067584691,0.018,0.16,0.032,0.132,2.10628
"982","ssp534-over",0.9,0.2,2.97,1000,0.31,0.35,0.556605614245679,0.0176014149945341,0.018,0.164,0.034,0.134,2.10628
"983","ssp534-over",0.9,0.3,2.97,1000,0.311,0.365,0.584907785139775,0.0184964082220608,0.017,0.171,0.035,0.142,2.10628
"984","ssp534-over",0.9,0.4,2.97,1000,0.316,0.389,0.626155788179804,0.0198007846074612,0.016,0.183,0.036,0.154,2.10628
"985","ssp534-over",0.9,0.5,2.97,1000,0.324,0.408,0.651122077616755,0.0205902880008989,0.014,0.19,0.038,0.166,2.10628
"986","ssp534-over",0.9,0.6,2.97,1000,0.331,0.428,0.679173966872463,0.0214773666280873,0.01,0.199,0.041,0.178,2.10628
"987","ssp534-over",0.9,0.7,2.97,1000,0.342,0.452,0.702986621629594,0.0222303888897651,0.009,0.206,0.045,0.192,2.10628
"988","ssp534-over",0.9,0.8,2.97,1000,0.346,0.465,0.7192303471714,0.0227440605937527,0.008,0.212,0.048,0.197,2.10628
"989","ssp534-over",0.9,0.9,2.97,1000,0.351,0.474,0.722388985136018,0.0228439454964734,0.006,0.212,0.055,0.201,2.10628
"990","ssp534-over",0.9,1,2.97,1000,0.352,0.48,0.73221317670207,0.0231546137116588,0.005,0.212,0.058,0.205,2.10628
